Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Total,Mean Sales,Medain Sales:,Std Dev
841-35-6630,Giza,Naypyitaw,Member,Female,Electronic accessories,75.91,6,22.773,478.233,03-09-2019,6:21:00 PM,Cash,455.46,4.761904762,22.773,8.7,455.46,,,
287-21-9091,Alex,Yangon,Member,Female,Home and lifestyle,74.67,9,33.6015,705.6315,1/22/2019,10:55:00 AM,Ewallet,672.03,4.761904762,33.6015,9.4,672.03,,,
732-94-0499,Giza,Naypyitaw,Member,Female,Electronic accessories,41.65,10,20.825,437.325,1/13/2019,5:04:00 PM,Credit card,416.5,4.761904762,20.825,5.4,416.5,,,
263-10-3913,Giza,Naypyitaw,Member,Female,Fashion accessories,49.04,9,22.068,463.428,01-09-2019,2:20:00 PM,Credit card,441.36,4.761904762,22.068,8.6,441.36,,,
381-20-0914,Alex,Yangon,Member,Female,Fashion accessories,20.01,9,9.0045,189.0945,01-12-2019,3:48:00 PM,Credit card,180.09,4.761904762,9.0045,5.7,180.09,,,
829-49-1914,Giza,Naypyitaw,Member,Female,Food and beverages,78.31,10,39.155,822.255,03-05-2019,4:24:00 PM,Ewallet,783.1,4.761904762,39.155,6.6,783.1,,,
756-01-7507,Giza,Naypyitaw,Member,Female,Health and beauty,20.38,5,5.095,106.995,1/22/2019,6:56:00 PM,Cash,101.9,4.761904762,5.095,6,101.9,,,
870-72-4431,Giza,Naypyitaw,Member,Female,Health and beauty,99.19,6,29.757,624.897,1/21/2019,2:42:00 PM,Credit card,595.14,4.761904762,29.757,5.5,595.14,,,
847-38-7188,Cairo,Mandalay,Member,Female,Food and beverages,96.68,3,14.502,304.542,1/26/2019,7:56:00 PM,Ewallet,290.04,4.761904762,14.502,6.4,290.04,,,
480-63-2856,Giza,Naypyitaw,Member,Female,Food and beverages,19.25,8,7.7,161.7,1/23/2019,6:37:00 PM,Ewallet,154,4.761904762,7.7,6.6,154,,,
787-56-0757,Giza,Naypyitaw,Member,Female,Food and beverages,80.36,4,16.072,337.512,2/23/2019,6:45:00 PM,Credit card,321.44,4.761904762,16.072,8.3,321.44,,,
360-39-5055,Giza,Naypyitaw,Member,Female,Sports and travel,48.91,5,12.2275,256.7775,03-09-2019,10:17:00 AM,Cash,244.55,4.761904762,12.2275,6.6,244.55,,,
730-50-9884,Giza,Naypyitaw,Member,Female,Sports and travel,83.06,7,29.071,610.491,03-05-2019,2:31:00 PM,Ewallet,581.42,4.761904762,29.071,4,581.42,,,
362-58-8315,Giza,Naypyitaw,Member,Female,Fashion accessories,76.52,5,19.13,401.73,3/25/2019,10:23:00 AM,Cash,382.6,4.761904762,19.13,9.9,382.6,,,
633-44-8566,Alex,Yangon,Member,Female,Food and beverages,49.38,7,17.283,362.943,3/27/2019,8:35:00 PM,Credit card,345.66,4.761904762,17.283,7.3,345.66,,,
504-35-8843,Alex,Yangon,Member,Female,Sports and travel,42.47,1,2.1235,44.5935,01-02-2019,4:57:00 PM,Cash,42.47,4.761904762,2.1235,5.7,42.47,,,
318-68-5053,Cairo,Mandalay,Member,Female,Health and beauty,76.99,6,23.097,485.037,2/27/2019,5:55:00 PM,Cash,461.94,4.761904762,23.097,6.1,461.94,,,
565-80-5980,Giza,Naypyitaw,Member,Female,Home and lifestyle,47.38,4,9.476,198.996,1/23/2019,10:25:00 AM,Cash,189.52,4.761904762,9.476,7.1,189.52,,,
225-32-0908,Giza,Naypyitaw,Member,Female,Sports and travel,44.86,10,22.43,471.03,1/26/2019,7:54:00 PM,Ewallet,448.6,4.761904762,22.43,8.2,448.6,,,
873-51-0671,Alex,Yangon,Member,Female,Sports and travel,21.98,7,7.693,161.553,01-10-2019,4:42:00 PM,Ewallet,153.86,4.761904762,7.693,5.1,153.86,,,
152-08-9985,Cairo,Mandalay,Member,Female,Health and beauty,64.36,9,28.962,608.202,03-12-2019,12:09:00 PM,Credit card,579.24,4.761904762,28.962,8.6,579.24,,,
512-91-0811,Giza,Naypyitaw,Member,Female,Health and beauty,89.75,1,4.4875,94.2375,02-06-2019,8:05:00 PM,Credit card,89.75,4.761904762,4.4875,6.6,89.75,,,
594-34-4444,Alex,Yangon,Member,Female,Electronic accessories,97.16,1,4.858,102.018,03-08-2019,8:38:00 PM,Ewallet,97.16,4.761904762,4.858,7.2,97.16,,,
766-85-7061,Cairo,Mandalay,Member,Female,Health and beauty,87.87,10,43.935,922.635,3/29/2019,10:25:00 AM,Ewallet,878.7,4.761904762,43.935,5.1,878.7,,,
871-39-9221,Giza,Naypyitaw,Member,Female,Electronic accessories,12.45,6,3.735,78.435,02-09-2019,1:11:00 PM,Cash,74.7,4.761904762,3.735,4.1,74.7,,,
865-92-6136,Alex,Yangon,Member,Female,Food and beverages,52.75,3,7.9125,166.1625,3/23/2019,10:16:00 AM,Ewallet,158.25,4.761904762,7.9125,9.3,158.25,,,
733-01-9107,Cairo,Mandalay,Member,Female,Home and lifestyle,82.7,6,24.81,521.01,03-05-2019,6:14:00 PM,Cash,496.2,4.761904762,24.81,7.4,496.2,,,
163-56-7055,Giza,Naypyitaw,Member,Female,Fashion accessories,48.71,1,2.4355,51.1455,3/26/2019,7:20:00 PM,Cash,48.71,4.761904762,2.4355,4.1,48.71,,,
189-98-2939,Giza,Naypyitaw,Member,Female,Fashion accessories,78.55,9,35.3475,742.2975,03-01-2019,1:22:00 PM,Cash,706.95,4.761904762,35.3475,7.2,706.95,,,
551-21-3069,Giza,Naypyitaw,Member,Female,Electronic accessories,23.07,9,10.3815,218.0115,02-01-2019,11:27:00 AM,Cash,207.63,4.761904762,10.3815,4.9,207.63,,,
212-62-1842,Alex,Yangon,Member,Female,Food and beverages,58.26,6,17.478,367.038,3/28/2019,4:44:00 PM,Cash,349.56,4.761904762,17.478,9.9,349.56,,,
716-39-1409,Cairo,Mandalay,Member,Female,Health and beauty,30.35,7,10.6225,223.0725,3/19/2019,6:19:00 PM,Cash,212.45,4.761904762,10.6225,8,212.45,,,
704-48-3927,Alex,Yangon,Member,Female,Electronic accessories,88.67,10,44.335,931.035,01-12-2019,2:50:00 PM,Ewallet,886.7,4.761904762,44.335,7.3,886.7,,,
628-34-3388,Giza,Naypyitaw,Member,Female,Fashion accessories,27.38,6,8.214,172.494,01-05-2019,8:54:00 PM,Credit card,164.28,4.761904762,8.214,7.9,164.28,,,
630-74-5166,Alex,Yangon,Member,Female,Sports and travel,62.13,6,18.639,391.419,3/22/2019,8:19:00 PM,Cash,372.78,4.761904762,18.639,7.4,372.78,,,
588-01-7461,Giza,Naypyitaw,Member,Female,Food and beverages,33.98,9,15.291,321.111,3/24/2019,10:43:00 AM,Cash,305.82,4.761904762,15.291,4.2,305.82,,,
861-77-0145,Giza,Naypyitaw,Member,Female,Electronic accessories,81.97,10,40.985,860.685,03-03-2019,2:30:00 PM,Cash,819.7,4.761904762,40.985,9.2,819.7,,,
479-26-8945,Cairo,Mandalay,Member,Female,Sports and travel,16.49,2,1.649,34.629,02-05-2019,11:32:00 AM,Ewallet,32.98,4.761904762,1.649,4.6,32.98,,,
210-67-5886,Giza,Naypyitaw,Member,Female,Health and beauty,98.21,3,14.7315,309.3615,02-05-2019,10:41:00 AM,Credit card,294.63,4.761904762,14.7315,7.8,294.63,,,
227-78-1148,Cairo,Mandalay,Member,Female,Fashion accessories,72.84,7,25.494,535.374,2/15/2019,12:44:00 PM,Cash,509.88,4.761904762,25.494,8.4,509.88,,,
645-44-1170,Alex,Yangon,Member,Female,Home and lifestyle,58.07,9,26.1315,548.7615,1/19/2019,8:07:00 PM,Ewallet,522.63,4.761904762,26.1315,4.3,522.63,,,
237-01-6122,Giza,Naypyitaw,Member,Female,Home and lifestyle,80.79,9,36.3555,763.4655,02-01-2019,8:31:00 PM,Credit card,727.11,4.761904762,36.3555,9.5,727.11,,,
225-98-1496,Giza,Naypyitaw,Member,Female,Fashion accessories,27.02,3,4.053,85.113,03-02-2019,1:01:00 PM,Credit card,81.06,4.761904762,4.053,7.1,81.06,,,
291-32-1427,Cairo,Mandalay,Member,Female,Fashion accessories,21.94,5,5.485,115.185,03-05-2019,12:29:00 PM,Ewallet,109.7,4.761904762,5.485,5.3,109.7,,,
659-65-8956,Cairo,Mandalay,Member,Female,Fashion accessories,51.36,1,2.568,53.928,1/16/2019,3:26:00 PM,Ewallet,51.36,4.761904762,2.568,5.2,51.36,,,
642-32-2990,Alex,Yangon,Member,Female,Food and beverages,10.96,10,5.48,115.08,02-02-2019,8:48:00 PM,Ewallet,109.6,4.761904762,5.48,6,109.6,,,
378-24-2715,Cairo,Mandalay,Member,Female,Home and lifestyle,53.44,2,5.344,112.224,1/20/2019,8:38:00 PM,Ewallet,106.88,4.761904762,5.344,4.1,106.88,,,
638-60-7125,Alex,Yangon,Member,Female,Electronic accessories,99.56,8,39.824,836.304,2/14/2019,5:03:00 PM,Credit card,796.48,4.761904762,39.824,5.2,796.48,,,
659-36-1684,Giza,Naypyitaw,Member,Female,Sports and travel,57.12,7,19.992,419.832,01-12-2019,12:02:00 PM,Credit card,399.84,4.761904762,19.992,6.5,399.84,,,
219-22-9386,Cairo,Mandalay,Member,Female,Sports and travel,99.96,9,44.982,944.622,03-09-2019,5:26:00 PM,Credit card,899.64,4.761904762,44.982,4.2,899.64,,,
336-78-2147,Giza,Naypyitaw,Member,Female,Home and lifestyle,63.91,8,25.564,536.844,3/13/2019,7:52:00 PM,Credit card,511.28,4.761904762,25.564,4.6,511.28,,,
268-27-6179,Cairo,Mandalay,Member,Female,Fashion accessories,56.47,8,22.588,474.348,03-09-2019,2:57:00 PM,Ewallet,451.76,4.761904762,22.588,7.3,451.76,,,
668-90-8900,Alex,Yangon,Member,Female,Home and lifestyle,93.69,7,32.7915,688.6215,03-10-2019,6:44:00 PM,Credit card,655.83,4.761904762,32.7915,4.5,655.83,,,
870-54-3162,Alex,Yangon,Member,Female,Sports and travel,32.25,5,8.0625,169.3125,1/27/2019,1:26:00 PM,Cash,161.25,4.761904762,8.0625,9,161.25,,,
189-08-9157,Giza,Naypyitaw,Member,Female,Fashion accessories,31.73,9,14.2785,299.8485,01-08-2019,4:17:00 PM,Credit card,285.57,4.761904762,14.2785,5.9,285.57,,,
663-86-9076,Giza,Naypyitaw,Member,Female,Food and beverages,68.54,8,27.416,575.736,01-08-2019,3:57:00 PM,Ewallet,548.32,4.761904762,27.416,8.5,548.32,,,
549-84-7482,Cairo,Mandalay,Member,Female,Sports and travel,90.28,9,40.626,853.146,02-08-2019,11:15:00 AM,Ewallet,812.52,4.761904762,40.626,7.2,812.52,,,
191-10-6171,Cairo,Mandalay,Normal,Female,Fashion accessories,39.62,7,13.867,291.207,1/25/2019,1:18:00 PM,Cash,277.34,4.761904762,13.867,7.5,277.34,,,
802-70-5316,Alex,Yangon,Member,Female,Sports and travel,92.13,6,27.639,580.419,03-06-2019,8:34:00 PM,Cash,552.78,4.761904762,27.639,8.3,552.78,,,
695-51-0018,Cairo,Mandalay,Normal,Female,Sports and travel,34.84,4,6.968,146.328,02-10-2019,6:36:00 PM,Cash,139.36,4.761904762,6.968,7.4,139.36,,,
590-83-4591,Cairo,Mandalay,Member,Female,Electronic accessories,87.45,6,26.235,550.935,2/17/2019,2:40:00 PM,Credit card,524.7,4.761904762,26.235,8.8,524.7,,,
483-71-1164,Giza,Naypyitaw,Normal,Female,Health and beauty,81.3,6,24.39,512.19,03-08-2019,4:43:00 PM,Ewallet,487.8,4.761904762,24.39,5.3,487.8,,,
597-78-7908,Giza,Naypyitaw,Normal,Female,Fashion accessories,90.22,3,13.533,284.193,2/18/2019,7:39:00 PM,Cash,270.66,4.761904762,13.533,6.2,270.66,,,
700-81-1757,Alex,Yangon,Normal,Female,Electronic accessories,26.31,5,6.5775,138.1275,1/18/2019,8:59:00 PM,Credit card,131.55,4.761904762,6.5775,8.8,131.55,,,
354-39-5160,Alex,Yangon,Member,Female,Home and lifestyle,34.42,6,10.326,216.846,2/18/2019,3:39:00 PM,Cash,206.52,4.761904762,10.326,9.8,206.52,,,
241-72-9525,Cairo,Mandalay,Normal,Female,Sports and travel,51.91,10,25.955,545.055,2/16/2019,12:21:00 PM,Cash,519.1,4.761904762,25.955,8.2,519.1,,,
575-30-8091,Alex,Yangon,Normal,Female,Sports and travel,72.5,8,29,609,3/16/2019,7:25:00 PM,Ewallet,580,4.761904762,29,9.2,580,,,
731-81-9469,Giza,Naypyitaw,Member,Female,Sports and travel,89.8,10,44.9,942.9,1/23/2019,1:00:00 PM,Credit card,898,4.761904762,44.9,5.4,898,,,
280-17-4359,Giza,Naypyitaw,Member,Male,Health and beauty,90.5,10,45.25,950.25,1/25/2019,1:48:00 PM,Cash,905,4.761904762,45.25,8.1,905,,,
338-65-2210,Giza,Naypyitaw,Member,Female,Health and beauty,68.6,10,34.3,720.3,02-05-2019,7:57:00 PM,Cash,686,4.761904762,34.3,9.1,686,,,
488-25-4221,Giza,Naypyitaw,Member,Female,Food and beverages,30.41,1,1.5205,31.9305,2/22/2019,10:36:00 AM,Credit card,30.41,4.761904762,1.5205,8.4,30.41,,,
239-10-7476,Alex,Yangon,Normal,Female,Home and lifestyle,77.95,6,23.385,491.085,1/21/2019,4:37:00 PM,Ewallet,467.7,4.761904762,23.385,8,467.7,,,
458-41-1477,Giza,Naypyitaw,Normal,Female,Health and beauty,46.26,6,13.878,291.438,03-08-2019,5:11:00 PM,Credit card,277.56,4.761904762,13.878,9.5,277.56,,,
685-64-1609,Alex,Yangon,Member,Female,Fashion accessories,30.14,10,15.07,316.47,02-10-2019,12:28:00 PM,Ewallet,301.4,4.761904762,15.07,9.2,301.4,,,
568-90-5112,Giza,Naypyitaw,Normal,Male,Health and beauty,66.14,4,13.228,277.788,3/19/2019,12:46:00 PM,Credit card,264.56,4.761904762,13.228,5.6,264.56,,,
262-47-2794,Cairo,Mandalay,Member,Male,Home and lifestyle,71.86,8,28.744,603.624,03-06-2019,3:07:00 PM,Credit card,574.88,4.761904762,28.744,6.2,574.88,,,
238-49-0436,Alex,Yangon,Normal,Male,Health and beauty,32.46,8,12.984,272.664,3/27/2019,1:48:00 PM,Credit card,259.68,4.761904762,12.984,4.9,259.68,,,
